user_id,nb_commandes,montant_total,montant_moyen,nb_tickets_total,nb_tickets_moyen,delta_moyen,delta_min,delta_25,delta_75,cluster
009e26ef-cf35-4459-9d20-ad5683bcca3f,5,817,163.4,9,1.8,6899617.0,999999.0,1231412.0,8037787.0,3
009eb6e9-bf7c-46c0-bf2f-189a5b2d65ce,5,552,110.4,7,1.4,6460557.4,999999.0,3035984.0,4210094.0,0
009f8e37-8a28-4322-925d-96a0da5bda73,10,1225,122.5,13,1.3,3156196.1,203115.0,403630.0,2918231.25,2
00a2fd2f-6fd0-477b-950c-55542edce557,4,928,232.0,11,2.75,2824658.0,999999.0,1064484.0,3035428.0,3
00a5810f-9987-423a-a6fe-8f5c546798f3,3,933,311.0,9,3.0,10136316.0,999999.0,7806324.5,14704474.5,3
00af893e-6a85-43c2-b6eb-3afc5c1f62de,4,559,139.75,6,1.5,3806934.0,999999.0,1561971.75,6183003.25,2
00b21d87-450a-4213-9cb8-c09ed753bd1a,5,735,147.0,8,1.6,6688830.0,999999.0,1242610.0,4916264.0,2
00c94439-62c5-4965-92ae-992f4e94a901,7,912,130.28571428571428,11,1.5714285714285714,3487312.285714286,999999.0,1282879.5,4972169.5,2
00cbc9ce-b203-4b3c-8df2-2246ae892abe,3,495,165.0,9,3.0,5271849.666666667,999999.0,1415782.5,7407775.0,3
00d4cfb5-09ad-4f0f-b6e5-be40b3b7ede1,5,1283,256.6,11,2.2,5978562.8,999999.0,2967016.0,7240286.0,3
00d991fa-dd92-4787-bb3f-d9faea3fc909,4,520,130.0,9,2.25,1759923.5,876102.0,969024.75,2157386.25,2
00e10b5d-0e35-4e66-b56d-c8ef77542119,10,1549,154.9,15,1.5,3165481.6,550211.0,1217730.25,3297751.75,2
00e1cdba-c23d-4cb2-8c68-3908f6a9a5ba,5,859,171.8,11,2.2,5558587.0,999999.0,2532933.0,7597672.0,3
00e5db6e-0150-4e15-9458-64dffe11cebf,2,160,80.0,4,2.0,14227600.5,999999.0,7613799.75,20841401.25,0
00e7efff-d0f6-44a4-8847-a89c53e11ce8,3,311,103.66666666666667,3,1.0,9906270.333333334,999999.0,2220521.0,14359406.0,0
00e8e343-4a68-4a98-8f51-9aa115d3f4b4,3,662,220.66666666666666,7,2.3333333333333335,7937534.333333333,999999.0,1585727.0,11406302.0,3
00ebd27e-f410-43e6-a2c1-385dda5c6b80,1,35,35.0,1,1.0,999999.0,999999.0,999999.0,999999.0,1
00ecf9c2-39d7-4377-b6c4-d13a4af3ff13,7,644,92.0,9,1.2857142857142858,4486105.428571428,735182.0,1503392.5,6435375.5,2
00f345d8-0016-4abf-abf7-0dab40d8bafc,6,616,102.66666666666667,10,1.6666666666666667,4539374.333333333,999999.0,3110542.75,6281450.5,2
00f47bc6-b8de-4912-b804-0f368bcd4cfe,6,854,142.33333333333334,13,2.1666666666666665,4639664.666666667,999999.0,2741253.0,4192525.25,3
00fa379b-5212-4fef-8a04-c67a5005d321,5,315,63.0,6,1.2,5750335.4,999999.0,3821576.0,8016078.0,0
010cafd8-ff4e-48c6-b1d3-0e81719c9771,1,105,105.0,3,3.0,999999.0,999999.0,999999.0,999999.0,1
01176354-c309-4076-a9f4-f97b4b342937,7,1569,224.14285714285714,17,2.4285714285714284,2572649.5714285714,999999.0,1567127.0,3190607.0,3
01219115-b258-4dc8-97cf-3b28ed20d18c,4,381,95.25,4,1.0,6728345.5,999999.0,1782048.75,7242120.25,0
0122b8e7-4931-4fe1-be32-72aca7efabfe,3,671,223.66666666666666,7,2.3333333333333335,2553913.0,999999.0,2110267.0,3330870.0,3
012342eb-0a3f-483d-ac14-4d02398abb06,5,614,122.8,8,1.6,6444236.6,999999.0,5206134.0,7793892.0,0
012d34bd-1625-485e-87fc-a72cc1ceb10f,8,726,90.75,10,1.25,3286903.375,182830.0,1295194.5,4155021.75,2
012fe464-e035-4e10-b88c-3a0a6c7e52bf,4,374,93.5,6,1.5,5278517.0,250690.0,812671.75,6719957.75,2
0136fe34-7cec-4837-91d6-347df40f7c93,1,270,270.0,2,2.0,999999.0,999999.0,999999.0,999999.0,1
01375ee3-a0e7-48fa-8916-a85291c92d79,6,1132,188.66666666666666,16,2.6666666666666665,4427498.0,999999.0,2099201.0,5096602.5,3
013b2494-1c9d-478e-91f7-b8ddc4788932,7,523,74.71428571428571,9,1.2857142857142858,3520245.0,75428.0,1422124.5,5109368.0,2
013b2b8b-ace5-4663-85d8-0b9fae494b5c,7,677,96.71428571428571,8,1.1428571428571428,4056858.1428571427,999999.0,1434968.0,7035895.0,2
013f232c-67c0-4673-98bd-c3f837d24f72,7,1210,172.85714285714286,13,1.8571428571428572,2790041.5714285714,29686.0,612949.5,3325164.5,2
0148362a-8c70-4565-8fdc-321044f26d44,7,1344,192.0,16,2.2857142857142856,3242778.714285714,101789.0,892364.0,3220695.5,2
015971d2-9226-4a5c-b0c5-665ec17b66d0,6,877,146.16666666666666,10,1.6666666666666667,4594785.166666667,999999.0,2752430.75,5567063.5,2
015a8dea-9821-49fa-9571-fe0c75bc900a,5,905,181.0,9,1.8,6327803.4,999999.0,2400540.0,6337322.0,3
01607004-6446-42d0-9d4c-bfef0ca91735,7,885,126.42857142857143,15,2.142857142857143,3858471.1428571427,179758.0,1537232.0,3490632.5,2
01701c27-765d-4100-9a6b-a6571dbcfa02,6,1071,178.5,11,1.8333333333333333,5766539.666666667,705347.0,898000.5,11609420.5,3
01753ff5-abc8-4f82-996b-b20f9710a7d0,2,445,222.5,5,2.5,7591972.5,999999.0,4295985.75,10887959.25,0
01793c5d-8820-4e5b-8462-9d9b24cc6e9b,4,514,128.5,8,2.0,4531911.5,999999.0,2677006.5,5863123.0,0
0182a97e-6883-4c9f-828e-d375903f64b8,5,721,144.2,7,1.4,5735344.0,361057.0,839922.0,5740063.0,2
018d990c-3b68-4b72-8874-9625eb2bf651,4,812,203.0,8,2.0,5218620.75,345332.0,836332.25,6820456.5,3
018e71e8-53b5-43e4-9798-5b9a06e7c85f,4,310,77.5,4,1.0,5651931.5,150133.0,787532.5,6878494.5,0
01952e5f-d6d8-4eed-8343-d2ca9b585828,3,554,184.66666666666666,7,2.3333333333333335,3727662.0,999999.0,2923613.5,5091493.5,3
019acfee-d99c-49d8-ace7-c8ca522c1c48,3,300,100.0,4,1.3333333333333333,4944067.0,971915.0,985957.0,6930143.0,0
019b3a2e-5ad4-4d40-9328-63c5b0cf8f0e,7,901,128.71428571428572,11,1.5714285714285714,4609260.857142857,670552.0,1384312.0,7133868.0,2
01a202aa-6e82-4a62-8480-779d19e5d580,4,605,151.25,5,1.25,4977481.5,481093.0,870272.5,7865624.0,2
01ab55c8-99c3-4d59-9331-41d68453ad33,4,355,88.75,4,1.0,3446761.75,118056.0,779513.25,4520685.0,2
01b7ea76-d5f1-4a48-8957-0a0df19846a3,3,328,109.33333333333333,6,2.0,6147108.0,720717.0,860358.0,8860303.5,0
01bc3827-ec28-42a3-a009-81e84fcc52ca,3,602,200.66666666666666,8,2.6666666666666665,8271199.333333333,999999.0,5435088.5,11906799.5,3
01c598e4-6031-4b55-a58d-186b6ddcdecb,7,2136,305.14285714285717,19,2.7142857142857144,3628276.8571428573,728260.0,1438149.0,2923834.5,3
01c5f246-d10f-468a-bb7f-2edf29b192d5,5,618,123.6,9,1.8,5772734.8,999999.0,3072032.0,6934353.0,0
01c76da2-71b9-4e0e-a42a-137da363837b,5,792,158.4,7,1.4,6110028.4,743244.0,999999.0,6925144.0,2
01c91bed-b112-4f33-8e35-ac044bf94939,8,952,119.0,11,1.375,3447741.0,999999.0,1980356.5,4476348.25,2
01dab1a3-abf7-4fca-ad1c-cbbee48e8679,4,515,128.75,6,1.5,4725915.75,999999.0,4141665.75,6071881.5,0
01e5e08a-e353-4314-b9e5-9777a38c7383,2,163,81.5,2,1.0,6196661.0,999999.0,3598330.0,8794992.0,0
01ebf456-ec66-4355-ac4f-8d1be096692c,5,651,130.2,7,1.4,5124630.6,999999.0,1803931.0,5419893.0,2
01ef1656-12b5-407f-b2d0-fbbf02addbca,7,1148,164.0,14,2.0,4014809.1428571427,789327.0,1335514.0,6461671.0,2
01f99045-3972-4149-a312-58438d9acb36,6,583,97.16666666666667,9,1.5,2609224.6666666665,137783.0,589639.5,3962375.5,2
02010e2d-bdbf-4a69-8f38-fcba252b2608,4,525,131.25,10,2.5,3466451.5,999999.0,1331018.25,3963270.25,3
020ada59-4d13-4c37-90d9-9cf6ced48cf3,4,1078,269.5,11,2.75,3006383.25,224575.0,806143.0,4152415.25,3
020cbb27-831f-4c49-a176-28fe5d324913,5,631,126.2,8,1.6,5518906.2,999999.0,3283581.0,5158676.0,0
021a281c-9ccf-4480-b53a-efe9ea5ccb48,8,1137,142.125,13,1.625,2776081.625,158294.0,1097408.25,2486074.25,2
021d2113-dcda-4ef3-8fa4-a4a7516b73f3,3,218,72.66666666666667,3,1.0,5644266.0,999999.0,4284359.0,7966399.5,0
02299662-205d-4354-a2a8-27d09444e481,7,597,85.28571428571429,7,1.0,4603429.285714285,146769.0,612898.0,6372805.5,2
022b1052-af8b-43f1-9c6d-fd5ec10a91c9,6,691,115.16666666666667,8,1.3333333333333333,4741048.166666667,804792.0,1089878.0,7155979.25,2
02339218-3e1a-44a6-9da5-8f3c8ea39e95,5,793,158.6,8,1.6,4145205.2,197254.0,999999.0,1973157.0,2
0235cd83-d284-4770-82c9-8bdd89968683,6,850,141.66666666666666,9,1.5,4446495.5,527129.0,1958787.0,6754316.25,2
023e28d7-3913-4c10-a0a0-57024b58292c,4,714,178.5,8,2.0,4558723.25,999999.0,2375588.25,6784532.0,3
0240623e-0bfd-41db-8c79-19244298e826,2,278,139.0,2,1.0,4112777.0,999999.0,2556388.0,5669166.0,0
02411224-9971-40cd-b735-c7f43818f18e,8,1240,155.0,13,1.625,4323006.0,999999.0,2322186.5,6090772.5,2
02452a0b-6f9d-4e6f-a51f-053a329860ff,7,680,97.14285714285714,8,1.1428571428571428,2804987.1428571427,961180.0,1161909.5,4159657.0,2
024dce69-d15b-4cbd-937f-b2ac5a9331c3,5,430,86.0,6,1.2,5727034.0,999999.0,1895946.0,7635571.0,0
024f9453-7b79-47ef-95b1-ed5f51a8dc87,6,731,121.83333333333333,13,2.1666666666666665,5384154.833333333,999999.0,1553311.25,8180512.0,2
0251799b-3d54-40f0-abc4-48920e2e7db7,6,579,96.5,6,1.0,4681054.5,685164.0,778842.0,6512343.75,2
025aaf3d-8de8-4726-9dd3-6f8bb7d99112,1,116,116.0,4,4.0,999999.0,999999.0,999999.0,999999.0,1
0261641e-c074-4be8-897e-2a18f55817c4,4,648,162.0,9,2.25,6789401.75,999999.0,3210305.25,8739631.0,3
02639091-be0d-46b0-ab4c-1dc804c00c6b,3,477,159.0,6,2.0,7643447.333333333,999999.0,4484303.0,10965171.5,0
02727168-ade5-4786-b761-9d66601904af,3,678,226.0,8,2.6666666666666665,2425003.6666666665,999999.0,1150775.5,3137506.0,3
027a02ba-5ee7-4625-8634-551801a524ac,9,1408,156.44444444444446,17,1.8888888888888888,3054305.0,357278.0,999999.0,5373680.0,2
027febb9-9c2e-451a-ab7c-502866b3182d,5,1195,239.0,12,2.4,2404243.6,938078.0,999999.0,2325478.0,3
028b7396-0928-432e-9195-358203a55e29,5,441,88.2,5,1.0,5301183.8,999999.0,1744819.0,5761814.0,0
028cdca8-5622-47b3-a0c1-a0bac4e3c5bf,3,259,86.33333333333333,3,1.0,4361328.666666667,999999.0,2168538.5,6041993.5,0
029e4389-af16-461b-a59c-e7ee9f9ceef5,5,617,123.4,10,2.0,3561570.0,768073.0,999999.0,5108684.0,2
02a7d4ed-abde-4288-a73b-0bad46681bff,4,825,206.25,9,2.25,5581187.75,999999.0,2703172.5,8950497.75,3
02b1d05a-9184-41a9-8893-7a9758107730,2,470,235.0,5,2.5,6971619.0,999999.0,3985809.0,9957429.0,3
02b36898-55b7-4be9-b71b-4211b3c2149b,10,1752,175.2,18,1.8,3124038.1,296647.0,1229969.25,4002706.5,2
02b5060a-65ac-4329-b39f-bb9ff316717b,3,237,79.0,4,1.3333333333333333,5011972.333333333,999999.0,3071720.0,7017959.0,0
02b6514f-4adc-497c-b557-66103de2ddd1,3,219,73.0,3,1.0,3825321.0,999999.0,2195838.0,5237982.0,0
02bf22b6-8c3f-495f-a969-7479e48ac7b9,4,559,139.75,7,1.75,6153842.5,999999.0,1005693.75,10240674.25,0
02c9a106-c912-45ba-ae4a-9f3f33ad2408,7,773,110.42857142857143,10,1.4285714285714286,3377843.285714286,336343.0,1162571.5,5447595.5,2
02d7766f-c23f-4476-a889-1687d2866945,3,257,85.66666666666667,5,1.6666666666666667,7965805.0,999999.0,3383481.5,11448708.0,0
02e37e4b-6ff8-46c0-b27c-754ad0cfdef9,5,1309,261.8,12,2.4,2993569.4,440556.0,825619.0,3609566.0,3
02ef9211-c9f3-4965-bb83-c4fd8150d7d3,5,402,80.4,5,1.0,4772505.8,421950.0,999999.0,7581853.0,0
02f8bb4b-c9dd-4ef5-b595-5a4470f260b2,5,790,158.0,11,2.2,3887866.2,999999.0,2014601.0,3710770.0,3
02ff7005-c178-40b3-bce2-09930373d790,4,552,138.0,5,1.25,5252524.0,999999.0,1185142.5,8353879.0,0
030c1094-c9ff-4aeb-add1-dc68aa4f62f4,5,1105,221.0,16,3.2,5704648.2,815801.0,999999.0,9097540.0,3
0312d31f-23ad-4b9c-9fb2-506e37291665,6,1312,218.66666666666666,13,2.1666666666666665,4685767.5,912027.0,1397398.0,6108351.5,3
033a8a75-ea9b-4134-9539-f42360270ad6,6,684,114.0,13,2.1666666666666665,4768807.5,68407.0,1097606.0,5751378.75,2
033b911d-6088-4bda-9bac-026ddfb1c7a5,5,1080,216.0,11,2.2,6340975.4,999999.0,5609733.0,9227240.0,3
03472b2e-2f43-45df-ba13-4e552b8a38cf,6,757,126.16666666666667,13,2.1666666666666665,4241564.833333333,654467.0,1243392.25,6369630.75,2
03477e8a-e2d1-416f-904e-a54da4f14ef5,4,525,131.25,8,2.0,5189694.0,999999.0,3837324.0,6212986.0,0
03489dab-17e4-488d-b24a-33525226a75d,4,706,176.5,7,1.75,2465776.5,999999.0,1315050.0,3425704.5,2
034fa86f-c187-4eda-949b-6180beeeb9b2,1,82,82.0,1,1.0,999999.0,999999.0,999999.0,999999.0,1
034fc9d0-af4f-42f9-b27a-cabbbc341702,4,1089,272.25,9,2.25,3637577.25,999999.0,2858934.75,4710311.5,3
03504ebc-e68e-4945-bd28-7edff40ef5b4,7,1327,189.57142857142858,12,1.7142857142857142,4141511.0,558.0,1434683.0,6722804.5,2
035be8f8-64ce-49e9-b66b-1bc4498e7307,7,834,119.14285714285714,13,1.8571428571428572,4196667.571428572,999999.0,1900322.5,5972755.5,2
03685b82-2402-4b84-932c-0273530f0c45,3,362,120.66666666666667,7,2.3333333333333335,6033958.333333333,999999.0,1534348.5,8550938.0,0
036d0aeb-43c5-484e-9b24-845e522dcdf2,5,983,196.6,10,2.0,5580995.8,999999.0,2004622.0,9326557.0,3
036e962e-7dab-4d7f-9ac2-91ce98d980b0,4,446,111.5,5,1.25,4334657.25,300738.0,825183.75,4867615.5,2
03706495-4827-4f9a-8dd7-b5b3a602dcd9,3,456,152.0,4,1.3333333333333333,5129043.333333333,999999.0,3803349.0,7193565.5,0
0373af02-6e27-46d9-b6a4-a9c7ab76f19c,6,739,123.16666666666667,9,1.5,5604733.5,999999.0,2153288.25,8727559.5,2
0378d67a-e92e-43c8-ab31-90f4b48d44f7,1,256,256.0,2,2.0,999999.0,999999.0,999999.0,999999.0,1
037a797d-cd4e-4212-8434-b63da6d59e70,6,531,88.5,7,1.1666666666666667,4949867.333333333,324111.0,1189113.75,3734522.5,2
038415a5-314e-4a9b-aab8-9e523a6d49f4,5,1024,204.8,9,1.8,6245776.8,999999.0,3692557.0,9881431.0,3
0385bebb-3463-469c-a87f-e16e93ce6b7d,3,167,55.666666666666664,5,1.6666666666666667,5758029.0,999999.0,3642140.5,8137044.0,0
038ccc0e-4c61-4542-8bbf-a2bee91e951c,3,470,156.66666666666666,4,1.3333333333333333,9491453.666666666,999999.0,1097928.0,13737181.0,0
03913b22-65de-4199-8e0c-34fc4781ab41,10,1188,118.8,16,1.6,2036555.7,204605.0,1052630.25,2690585.5,2
0393765d-ebc0-4733-9608-1dc254cee60c,2,218,109.0,3,1.5,4115066.5,999999.0,2557532.75,5672600.25,0
0393d18d-b711-4b10-a49b-d1bd88ce021e,6,1311,218.5,13,2.1666666666666665,2476418.5,999999.0,1329739.5,2127054.5,3
0397048d-1839-4953-8867-ccdc8e18871d,5,710,142.0,8,1.6,6546903.2,999999.0,1168924.0,9535145.0,2
039ce29a-b0e1-4ebe-9db7-e571a764d16c,3,383,127.66666666666667,3,1.0,3811425.6666666665,251711.0,625855.0,5591283.0,0
03a39005-2e46-4bfc-a161-daa1ba15a027,3,634,211.33333333333334,7,2.3333333333333335,1788221.0,958144.0,979071.5,2203259.5,3
03b73c2b-5e7b-4365-a01f-af5a3d586faa,5,646,129.2,7,1.4,4070752.2,281974.0,986472.0,8579213.0,2
03ba2cbb-903e-4e4b-a787-7539e554ed33,4,769,192.25,7,1.75,5116250.5,999999.0,2411350.5,6594066.5,3
03c4cebb-c447-42e6-b6ac-d84f56715df8,6,1184,197.33333333333334,14,2.3333333333333335,2383743.1666666665,362040.0,657236.25,3679255.0,2
03cd4e0c-73f0-4d32-86d6-3f6d8d9b2013,7,850,121.42857142857143,12,1.7142857142857142,4785618.714285715,133682.0,1179090.5,6636953.5,2
03cdd6a4-6ecd-4be0-a1e8-03d29299e970,8,1208,151.0,16,2.0,3765865.75,98635.0,984406.75,1849553.5,2
03d2508f-f136-44c3-a651-03ac5a94a93d,10,1038,103.8,14,1.4,3377470.2,327767.0,1000875.75,6326988.25,2
03e8b5c7-bf61-4657-a42b-54297813796e,1,44,44.0,1,1.0,999999.0,999999.0,999999.0,999999.0,1
0401124a-f47d-4f1b-959d-f954a5dd77a5,6,800,133.33333333333334,9,1.5,4277289.0,4482.0,1218356.0,4939914.75,2
040d3452-6bec-4edb-a7f5-67fc46a9b04c,7,1435,205.0,12,1.7142857142857142,3701679.285714286,92587.0,1698213.0,5307109.5,2
0412af07-5612-4816-b53d-9a0630501c98,4,743,185.75,7,1.75,5179364.75,865278.0,966318.75,6321113.5,3
04177d58-131c-444d-87be-474576992ec3,4,742,185.5,7,1.75,6271442.75,999999.0,1750427.25,7132355.5,3
041aa944-0b45-4112-a761-da938c054a17,4,457,114.25,6,1.5,694675.75,254227.0,314844.25,1047356.0,1
041b7b8e-4bf5-4ce9-a2a5-05c1a8946cd4,12,1386,115.5,17,1.4166666666666667,2672109.0,38644.0,1057063.5,3487857.75,2
042b6253-5389-4da4-9c9c-9742e8bbea7c,2,461,230.5,7,3.5,5803240.0,999999.0,3401619.5,8204860.5,3
042d152e-2849-47a7-b8b2-3ffedebb6b96,2,655,327.5,5,2.5,2051450.0,999999.0,1525724.5,2577175.5,3
04403c6e-e104-4b06-9293-23b9243ef2bb,6,638,106.33333333333333,7,1.1666666666666667,5700041.166666667,999999.0,1989814.0,9789085.75,0
0441342c-3916-4ef6-9569-3bc0bdb4c8f4,3,411,137.0,4,1.3333333333333333,998051.6666666666,400723.0,700361.0,1296716.0,1
044677d2-15d1-4b64-9397-573369154b3d,1,45,45.0,1,1.0,999999.0,999999.0,999999.0,999999.0,1
044b5ac6-589d-4277-a563-4c27338d2978,2,210,105.0,3,1.5,15148741.5,999999.0,8074370.25,22223112.75,0
04576996-c1e0-41ab-9d78-e5b16aaa2362,3,337,112.33333333333333,5,1.6666666666666667,9120025.0,999999.0,1006169.0,13180038.0,0
045823a6-3eb2-4ba9-a15a-45eb6ab69e80,4,942,235.5,13,3.25,5396077.25,999999.0,4067600.25,7051815.0,3
045e2011-ecaf-405f-92bf-4a35975cf21b,6,884,147.33333333333334,12,2.0,3208586.1666666665,55525.0,462715.0,1960584.75,2
047bf16d-6b5c-42c5-be56-3f9af8755679,6,877,146.16666666666666,11,1.8333333333333333,2965926.3333333335,999999.0,1300324.5,4610330.0,2
0481b461-76f2-4f2a-9cd8-13ae5dba7b57,7,951,135.85714285714286,11,1.5714285714285714,4820614.428571428,186895.0,620275.5,8917725.0,2
0483e5f8-3329-4a82-97c3-64198201d7d6,4,395,98.75,8,2.0,2871816.25,908272.0,977067.25,3984938.5,2
0486bab0-ce46-49c1-8240-0ea34975f168,2,97,48.5,2,1.0,5051545.5,999999.0,3025772.25,7077318.75,0
048b44f9-626c-4d62-8fe2-950108cfeb32,4,273,68.25,4,1.0,6479800.25,999999.0,1231212.75,7963546.5,0
0490f61b-df09-41f0-99e8-7c47def07a47,4,448,112.0,6,1.5,3875557.25,999999.0,1933268.25,5318658.5,0
0495f2b9-240e-493f-8330-9acbb1b2f63f,4,583,145.75,7,1.75,4807151.25,484127.0,871031.0,5083000.25,2
04965f92-e510-4f5f-a3d1-191171e6e236,5,417,83.4,7,1.4,4877729.4,999999.0,2334573.0,3840445.0,2
04a1089b-9fa8-494a-9ffe-1330fc9a5b50,2,165,82.5,3,1.5,3181072.5,999999.0,2090535.75,4271609.25,1
04a39a81-1f1a-40d9-90ab-0f8f63422540,6,797,132.83333333333334,8,1.3333333333333333,2826825.3333333335,844174.0,1034024.5,4336892.0,2
04a802b8-5d1a-47ac-be1c-6a9247677b31,4,474,118.5,7,1.75,3002140.75,876270.0,969066.75,3170578.0,2
04aa850d-7f69-454a-9fd9-e46c198d87f5,6,1112,185.33333333333334,11,1.8333333333333333,5775332.833333333,849238.0,2113372.0,7459072.0,3
04bcac0e-296a-4d3f-8313-95e68f0ad424,5,715,143.0,10,2.0,2617149.8,999999.0,1186259.0,2398429.0,2
04be4248-c832-4985-9c68-b29e2014dd14,7,1009,144.14285714285714,12,1.7142857142857142,4440293.428571428,930743.0,1340552.0,6710209.0,2
04c1266b-6dd6-44dc-9784-d7b391c7fa9f,5,436,87.2,6,1.2,4532079.6,999999.0,2351790.0,6634961.0,0
04c6a653-7405-4515-8cac-270da600db42,6,764,127.33333333333333,9,1.5,2675090.5,744486.0,890685.0,2410650.0,2
04c9140f-0a09-4d76-a407-b984bd994c4a,5,563,112.6,7,1.4,3665197.4,856238.0,999999.0,5779619.0,2
04ca7e20-187b-4acd-a43f-22be5612bff4,4,725,181.25,7,1.75,3529907.5,999999.0,2893753.5,4526379.0,3
04cebf06-1c9a-4f2c-91ed-570d1e2b47f3,5,1082,216.4,10,2.0,5687114.8,999999.0,3226476.0,7060253.0,3
04cf2371-10ed-487a-81c0-b587c4ffd1b6,5,862,172.4,8,1.6,2310309.2,999999.0,1273849.0,1988000.0,2
04d336af-26e8-4715-af2f-61bb1e29f1fd,4,1178,294.5,11,2.75,4587954.0,39856.0,759963.25,6353357.75,3
04d413b3-671d-470e-a2a9-dc7e845aabe0,2,545,272.5,6,3.0,8545573.0,999999.0,4772786.0,12318360.0,3
04dab39b-c15f-4878-9ec6-de4f4e3c2283,7,1585,226.42857142857142,14,2.0,3558247.285714286,999999.0,2347347.5,4389404.5,3
04ed5a3c-9ff8-48b1-ab8a-270d517735a7,5,293,58.6,6,1.2,4490122.2,999999.0,1460346.0,2564090.0,2
04ef2119-3157-4ea5-95c9-377ef4453215,10,1421,142.1,19,1.9,3278465.6,831550.0,1253536.75,4697085.75,2
04f0e420-370f-4438-a56c-9862eb4b8bae,7,997,142.42857142857142,12,1.7142857142857142,4575613.857142857,999999.0,3667599.0,5226414.5,2
050268ba-b61d-4513-9d98-81cce67d023e,5,352,70.4,6,1.2,5494350.8,999999.0,4192982.0,8683560.0,0
0504c002-ae7f-478f-8ea8-b72c7043678a,4,1089,272.25,9,2.25,5383288.25,999999.0,4179888.0,6922739.25,3
0507e2fe-80a5-464c-bac9-e7f1d85cf916,6,879,146.5,11,1.8333333333333333,3064172.3333333335,237835.0,801037.25,4562763.75,2
050f8394-b3fd-40c9-9d64-a3cacc072935,4,852,213.0,7,1.75,4140549.0,29492.0,757372.25,5016484.75,2
0515f874-c407-40ce-a9ee-69b6c8814a65,6,787,131.16666666666666,9,1.5,3713674.1666666665,331158.0,1126907.0,4013041.25,2
05199b60-7540-4d64-9ea3-4a9bf555a5f9,8,1153,144.125,15,1.875,2799519.375,510787.0,909390.0,4184231.25,2
